SampleID,ImageName,LatitudeDD,LongitudeDD,DepthInMeters,ObservationDate,SurveyID,Locality,ScientificName,Presence,IndividualCount
DSC-17650_909,DSC-17650,25.6530,-84.5585,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,3
DSC-18038_464,DSC-18038,25.6449,-84.5539,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,3
DSC-18224_724,DSC-18224,25.6408,-84.5524,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,3
DSC-11144_411,DSC-11144,26.4842,-84.7848,461,8/13/2017,NF-1708,Long Mound North,Stylasteridae,1,4
DSC-12572_56,DSC-12572,26.3199,-84.7421,419,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,4
DSC-12611_215,DSC-12611,26.3196,-84.7425,422,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,4
DSC-12742_188,DSC-12742,26.3190,-84.7425,432,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,4
DSC-12748_150,DSC-12748,26.3190,-84.7421,433,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,4
DSC-13229_2894,DSC-13229,26.3164,-84.7574,530,8/15/2017,NF-1708,North Reed Site (deep),Stylasteridae,1,4
DSC-15293_2568,DSC-15293,26.2072,-84.7259,495,8/18/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15715_2077,DSC-15715,26.2117,-84.7140,452,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15753_1129,DSC-15753,26.2111,-84.7135,450,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15764_1139,DSC-15764,26.2110,-84.7134,439,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15787_1145,DSC-15787,26.2104,-84.7131,432,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15819_1997,DSC-15819,26.2097,-84.7126,427,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-15821_1859,DSC-15821,26.2096,-84.7126,426,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,4
DSC-17622_875,DSC-17622,25.6535,-84.5597,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,4
DSC-17653_899,DSC-17653,25.6530,-84.5584,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,4
DSC-17654_882,DSC-17654,25.6530,-84.5583,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,4
DSC-17663_2729,DSC-17663,25.6531,-84.5582,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,4
DSC-18004_531,DSC-18004,25.6461,-84.5543,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,4
DSC-11578_1074,DSC-11578,26.3991,-84.7661,415,8/14/2017,NF-1708,Long Mound South,Stylasteridae,1,5
DSC-12546_93,DSC-12546,26.3202,-84.7420,414,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,5
DSC-12759_812,DSC-12759,26.3189,-84.7426,435,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,5
DSC-12766_806,DSC-12766,26.3189,-84.7424,434,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,5
DSC-12948_769,DSC-12948,26.3185,-84.7418,418,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,5
DSC-13134_1225,DSC-13134,26.3195,-84.7559,514,8/15/2017,NF-1708,North Reed Site (deep),Stylasteridae,1,5
DSC-14527_3080,DSC-14527,26.3378,-84.7593,503,8/18/2017,NF-1708,North Reed Site (deep),Stylasteridae,1,5
DSC-17629_871,DSC-17629,25.6531,-84.5595,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-17652_904,DSC-17652,25.6530,-84.5584,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-17658_894,DSC-17658,25.6531,-84.5582,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-17671_619,DSC-17671,25.6532,-84.5577,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-17675_641,DSC-17675,25.6532,-84.5576,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-17791_677,DSC-17791,25.6522,-84.5564,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,5
DSC-11264_1767,DSC-11264,26.4822,-84.7839,414,8/13/2017,NF-1708,Long Mound North,Stylasteridae,1,6
DSC-12761_808,DSC-12761,26.3189,-84.7427,435,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,6
DSC-15717_1161,DSC-15717,26.2117,-84.7140,454,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,6
DSC-17667_885,DSC-17667,25.6531,-84.5579,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,6
DSC-17967_2745,DSC-17967,25.6476,-84.5544,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,6
DSC-17983_512,DSC-17983,25.6469,-84.5543,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,6
DSC-12547_94,DSC-12547,26.3201,-84.7420,415,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,7
DSC-12976_952,DSC-12976,26.3185,-84.7419,416,8/15/2017,NF-1708,North Reed Site,Stylasteridae,1,7
DSC-13184_3013,DSC-13184,26.3176,-84.7562,532,8/15/2017,NF-1708,North Reed Site (deep),Stylasteridae,1,7
DSC-15292_2564,DSC-15292,26.2072,-84.7259,495,8/18/2017,NF-1708,Many Mounds,Stylasteridae,1,7
DSC-15698_1158,DSC-15698,26.2119,-84.7142,447,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,7
DSC-15757_1133,DSC-15757,26.2110,-84.7135,449,8/19/2017,NF-1708,Many Mounds,Stylasteridae,1,7
DSC-17661_891,DSC-17661,25.6531,-84.5581,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,7
DSC-17670_615,DSC-17670,25.6532,-84.5578,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,7
DSC-17665_2730,DSC-17665,25.6531,-84.5580,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,8
DSC-17669_711,DSC-17669,25.6531,-84.5578,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,8
DSC-17679_594,DSC-17679,25.6532,-84.5574,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,8
DSC-17680_589,DSC-17680,25.6531,-84.5574,450,8/23/2017,NF-1708,Okeanos Ridge,Stylasteridae,1,9
DSC-11986_1957,DSC-11986,26.3935,-84.7602,428,8/14/2017,NF-1708,Long Mound South,Unknown,1,1
DSC-12784_2988,DSC-12784,26.3189,-84.7425,435,8/15/2017,NF-1708,North Reed Site,Unknown,1,1
DSC-18115_541,DSC-18115,25.6419,-84.5529,450,8/23/2017,NF-1708,Okeanos Ridge,Unknown,1,2
,DSC-11096,26.4852,-84.7847,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11097,26.4852,-84.7847,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11109,26.4850,-84.7848,449,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11110,26.4850,-84.7848,449,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11116,26.4848,-84.7848,454,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11119,26.4848,-84.7848,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11123,26.4846,-84.7848,449,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11124,26.4846,-84.7848,449,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11131,26.4845,-84.7848,447,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11138,26.4843,-84.7848,462,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11139,26.4843,-84.7848,462,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11143,26.4843,-84.7847,461,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11157,26.4841,-84.7847,465,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11158,26.4841,-84.7847,465,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11159,26.4841,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11160,26.4841,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11161,26.4841,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11162,26.4840,-84.7847,461,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11163,26.4840,-84.7847,461,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11166,26.4840,-84.7847,461,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11167,26.4840,-84.7847,461,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11168,26.4839,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11169,26.4839,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11170,26.4839,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11171,26.4838,-84.7848,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11172,26.4838,-84.7848,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11173,26.4838,-84.7848,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11174,26.4838,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11175,26.4838,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11176,26.4838,-84.7847,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11181,26.4836,-84.7847,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11183,26.4836,-84.7847,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11184,26.4836,-84.7847,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11185,26.4836,-84.7846,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11186,26.4836,-84.7846,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11189,26.4835,-84.7846,452,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11190,26.4835,-84.7846,452,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11191,26.4835,-84.7846,456,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11192,26.4835,-84.7846,456,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11193,26.4833,-84.7845,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11194,26.4833,-84.7845,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11195,26.4832,-84.7844,454,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11196,26.4832,-84.7844,454,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11197,26.4831,-84.7844,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11198,26.4831,-84.7844,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11200,26.4830,-84.7843,454,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11201,26.4831,-84.7842,457,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11203,26.4832,-84.7841,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11204,26.4832,-84.7841,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11205,26.4831,-84.7839,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11206,26.4831,-84.7839,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11207,26.4831,-84.7838,459,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11208,26.4831,-84.7838,459,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11210,26.4831,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11211,26.4831,-84.7839,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11213,26.4831,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11214,26.4831,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11218,26.4829,-84.7838,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11223,26.4828,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11224,26.4828,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11226,26.4827,-84.7838,463,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11227,26.4827,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11228,26.4827,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11229,26.4826,-84.7838,457,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11230,26.4826,-84.7838,457,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11231,26.4826,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11232,26.4826,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11233,26.4825,-84.7838,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11234,26.4825,-84.7838,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11235,26.4825,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11236,26.4825,-84.7838,460,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11237,26.4825,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11238,26.4825,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11239,26.4824,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11240,26.4824,-84.7838,458,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11241,26.4824,-84.7838,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11242,26.4824,-84.7838,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11245,26.4823,-84.7838,455,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11249,26.4822,-84.7838,453,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11262,26.4822,-84.7839,427,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11266,26.4822,-84.7839,408,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11267,26.4821,-84.7840,404,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11269,26.4821,-84.7840,402,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11270,26.4821,-84.7840,402,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11271,26.4820,-84.7839,402,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11272,26.4820,-84.7839,402,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11273,26.4820,-84.7839,410,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11274,26.4820,-84.7839,410,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11275,26.4819,-84.7839,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11276,26.4819,-84.7839,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11277,26.4819,-84.7839,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11278,26.4819,-84.7839,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11280,26.4819,-84.7839,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11281,26.4819,-84.7840,416,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11282,26.4819,-84.7840,416,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11283,26.4818,-84.7839,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11284,26.4818,-84.7839,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11285,26.4818,-84.7839,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11286,26.4818,-84.7839,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11287,26.4817,-84.7839,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11289,26.4817,-84.7839,412,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11290,26.4817,-84.7839,412,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11291,26.4816,-84.7839,413,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11292,26.4816,-84.7839,413,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11293,26.4816,-84.7840,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11294,26.4816,-84.7840,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11296,26.4816,-84.7840,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11297,26.4816,-84.7840,420,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11298,26.4816,-84.7840,420,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11299,26.4816,-84.7839,422,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11300,26.4816,-84.7839,422,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11301,26.4815,-84.7839,421,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11302,26.4815,-84.7839,421,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11303,26.4815,-84.7840,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11305,26.4814,-84.7840,416,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11306,26.4814,-84.7840,416,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11307,26.4814,-84.7840,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11308,26.4814,-84.7840,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11309,26.4814,-84.7839,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11310,26.4814,-84.7839,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11311,26.4813,-84.7839,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11312,26.4813,-84.7839,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11315,26.4812,-84.7839,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11316,26.4812,-84.7839,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11318,26.4812,-84.7840,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11319,26.4811,-84.7839,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11320,26.4811,-84.7839,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11321,26.4811,-84.7838,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11322,26.4811,-84.7838,419,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11328,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11329,26.4812,-84.7835,413,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11330,26.4812,-84.7835,413,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11331,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11332,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11333,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11334,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11335,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11336,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11337,26.4812,-84.7835,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11338,26.4812,-84.7835,415,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11341,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11342,26.4812,-84.7835,414,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11343,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11344,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11345,26.4812,-84.7835,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11346,26.4812,-84.7835,418,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11347,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11348,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11349,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11350,26.4812,-84.7835,417,8/13/2017,NF-1708,Long Mound North,,0,
,DSC-11353,26.4001,-84.7656,405,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11354,26.4001,-84.7656,405,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11355,26.4002,-84.7656,407,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11356,26.4002,-84.7656,407,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11357,26.4004,-84.7656,409,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11358,26.4004,-84.7656,409,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11359,26.4005,-84.7656,409,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11360,26.4005,-84.7656,409,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11362,26.4005,-84.7656,415,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11363,26.4006,-84.7655,418,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11364,26.4006,-84.7655,418,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11365,26.4006,-84.7655,420,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11366,26.4006,-84.7655,420,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11367,26.4006,-84.7655,424,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11368,26.4006,-84.7655,424,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11369,26.4006,-84.7655,426,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11370,26.4006,-84.7655,426,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11371,26.4006,-84.7655,432,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11372,26.4006,-84.7655,432,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11373,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11374,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11375,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11376,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11377,26.4006,-84.7655,436,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11378,26.4006,-84.7655,436,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11379,26.4006,-84.7655,438,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11381,26.4006,-84.7655,440,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11382,26.4006,-84.7655,440,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11385,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11386,26.4006,-84.7655,439,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11387,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11388,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11389,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11390,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11391,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11392,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11393,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11394,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11395,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11396,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11397,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11398,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11399,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11400,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11401,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11402,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11403,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11404,26.4006,-84.7656,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11405,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11406,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11407,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11408,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11409,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11410,26.4006,-84.7655,414,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11411,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11412,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11413,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11414,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11415,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11416,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11417,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11418,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11419,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11420,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11421,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11422,26.4006,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11423,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11424,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11425,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11426,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11427,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11428,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11429,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11430,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11431,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11432,26.4007,-84.7655,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11433,26.4007,-84.7656,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11434,26.4007,-84.7656,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11435,26.4006,-84.7656,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11438,26.4006,-84.7656,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11439,26.4006,-84.7656,413,8/14/2017,NF-1708,Long Mound South,,0,
,DSC-11441,26.4005,-84.7657,413,8/14/2017,NF-1708,Long Mound South,,0,
